H_TENURE,GEREG,HEFAMINC,HH5TO18,HNUMFAM,H_NUMPER,H_YEAR,H_MONTH,HHINC,HWSVAL,HSEVAL,HEARNVAL,HFRVAL,HANNVAL,HCSPVAL,HDISVAL,HDIVVAL,HEDVAL,HFINVAL,HINTVAL,HOIVAL,HOTHVAL,HPAWVAL,HPENVAL,HRNTVAL,HSSIVAL,HSSVAL,HSURVAL,HUCVAL,HVETVAL,HWCVAL,HPROP_VAL
1,4,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,8,0,3,3,2020,3,41,90000,0,90000,0,0,0,0,0,14000,0,3,0,14003,0,0,0,0,0,0,0,0,0,0
2,4,1,0,1,1,2020,3,22,0,0,0,0,0,0,0,5500,0,0,176,0,53202,0,28800,0,0,16626,0,0,0,0,0
1,4,6,0,1,1,2020,3,7,0,0,0,0,0,0,0,0,0,0,50,0,16670,0,0,0,0,16620,0,0,0,0,290000
1,4,16,2,1,4,2020,3,41,430000,0,430000,0,0,0,0,70000,0,0,14319,0,84319,0,0,0,0,0,0,0,0,0,850000
2,4,16,0,1,3,2020,3,41,122000,0,122000,0,0,0,0,0,0,0,13,0,1013,0,0,1000,0,0,0,0,0,0,0
1,4,11,3,1,6,2020,3,9,6000,3000,9000,0,0,0,0,0,0,0,576,0,13176,0,0,0,0,0,0,12600,0,0,300000
1,4,11,1,1,2,2020,3,35,0,85000,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000
2,4,7,1,1,2,2020,3,17,30000,0,30000,0,0,10164,0,0,0,0,3,0,10167,0,0,0,0,0,0,0,0,0,0
2,4,15,2,1,4,2020,3,41,129700,6700,136400,0,0,0,0,0,0,0,3800,0,3800,0,0,0,0,0,0,0,0,0,0
1,4,15,0,1,3,2020,3,40,95000,0,95000,0,0,0,0,0,0,0,3389,0,3389,0,0,0,0,0,0,0,0,0,2000000
2,4,8,0,1,2,2020,3,17,42000,0,42000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,4,13,0,1,2,2020,3,29,71600,0,71600,0,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,600000
1,4,16,0,1,2,2020,3,41,150000,38000,188000,0,0,0,0,0,0,0,10003,0,10003,0,0,0,0,0,0,0,0,0,1000000
1,4,15,2,2,8,2020,3,38,93000,0,93000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375000
2,4,13,0,2,2,2020,3,13,30000,0,30000,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
1,4,13,3,1,5,2020,3,33,77000,0,77000,0,0,0,0,0,0,0,925,0,4525,0,0,0,0,0,0,3600,0,0,170000
2,4,1,4,1,7,2020,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1900,1900,0,0,0,0,0,0,0,0,0
1,4,12,0,1,2,2020,3,9,0,0,0,0,0,0,0,0,0,0,0,0,22452,0,0,0,0,22452,0,0,0,0,210000
2,4,6,0,1,2,2020,3,9,0,0,0,0,0,0,0,0,0,0,0,0,21246,0,0,0,8820,12426,0,0,0,0,0
1,4,10,3,1,5,2020,3,17,39000,0,39000,0,0,0,0,0,0,0,1000,0,1800,0,0,0,0,0,0,800,0,0,200000
1,4,13,0,1,3,2020,3,39,76700,0,76700,0,0,0,0,0,0,0,261,0,20253,0,0,0,0,0,0,0,19992,0,200000
2,4,12,0,2,2,2020,3,41,110000,0,110000,0,0,0,0,20000,3500,0,10650,0,34150,0,0,0,0,0,0,0,0,0,0
2,4,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,15,0,1,3,2020,3,41,1131999,0,1132000,1,0,0,0,5450,0,0,103176,0,135309,0,1860,1,0,22122,0,0,0,0,430000
