H_TENURE,GEREG,HEFAMINC,HH5TO18,HNUMFAM,H_NUMPER,H_YEAR,H_MONTH,HHINC,HWSVAL,HSEVAL,HEARNVAL,HFRVAL,HANNVAL,HCSPVAL,HDISVAL,HDIVVAL,HEDVAL,HFINVAL,HINTVAL,HOIVAL,HOTHVAL,HPAWVAL,HPENVAL,HRNTVAL,HSSIVAL,HSSVAL,HSURVAL,HUCVAL,HVETVAL,HWCVAL,HPROP_VAL
1,3,11,0,1,2,2020,3,15,0,0,0,0,0,0,0,0,0,0,0,0,36000,0,0,0,0,36000,0,0,0,0,50000
1,3,15,0,1,1,2020,3,13,5275,0,5275,0,0,0,0,0,0,0,600,0,25250,0,0,0,0,18150,0,0,0,0,80000
1,3,13,0,1,1,2020,3,1,0,-9999,-9999,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,200000
1,3,12,2,1,3,2020,3,41,83000,0,83000,0,0,16800,0,0,0,0,352,0,17152,0,0,0,0,0,0,0,0,0,180000
1,3,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,5,1,1,3,2020,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,15,0,1,1,2020,3,20,9000,0,9000,0,0,0,0,0,0,0,40001,0,40001,0,0,0,0,0,0,0,0,0,355000
1,3,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,8,0,1,1,2020,3,11,25000,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000
2,3,7,0,1,1,2020,3,4,0,0,0,0,0,0,0,0,0,0,0,0,8268,0,0,0,0,8268,0,0,0,0,0
2,3,6,0,1,3,2020,3,35,31100,0,31100,0,0,0,0,0,0,0,0,0,55852,0,0,0,0,19852,0,0,36000,0,0
1,3,14,0,1,1,2020,3,36,64000,0,64000,0,0,0,12138,0,0,0,400,0,24676,0,0,0,0,0,0,0,0,12138,100000
1,3,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1,0,1,1,2020,3,11,26000,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,13,1,1,5,2020,3,30,74000,0,74000,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,155000
1,3,2,0,1,1,2020,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000
1,3,15,0,1,4,2020,3,41,144000,0,144000,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,450000
2,3,5,0,1,2,2020,3,5,9520,0,9520,0,0,0,0,0,0,0,551,0,551,0,0,0,0,0,0,0,0,0,0
2,3,12,0,1,2,2020,3,35,86000,0,86000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,8,0,1,2,2020,3,7,0,0,0,0,0,0,0,0,0,0,4,0,16624,0,0,0,0,16620,0,0,0,0,100000
1,3,15,0,1,1,2020,3,20,49900,0,49900,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,330000
1,3,14,1,1,3,2020,3,41,160000,0,160000,0,0,0,0,0,7900,0,3307,0,11207,0,0,0,0,0,0,0,0,0,270000
1,3,12,0,1,2,2020,3,29,0,0,0,0,0,0,0,1750,0,0,1555,0,71399,0,5640,0,0,40938,0,0,0,0,200000
1,3,7,0,1,1,2020,3,14,2500,0,2500,0,0,0,6000,0,0,0,12,0,30804,0,0,0,0,18792,0,0,0,6000,70000
1,3,16,0,1,1,2020,3,35,85000,0,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000
1,3,16,2,1,5,2020,3,41,197000,0,197000,0,0,0,0,0,0,0,2002,0,2002,0,0,0,0,0,0,0,0,0,350000
1,3,15,1,1,3,2020,3,41,109000,0,109000,0,0,0,0,0,0,0,95,0,95,0,0,0,0,0,0,0,0,0,130000
1,3,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1,1,1,5,2020,3,27,53000,0,53000,0,0,0,0,0,0,0,0,0,14400,0,0,0,0,14400,0,0,0,0,0
1,3,15,0,1,1,2020,3,41,0,0,0,0,0,0,0,3500,0,0,21427,0,117937,0,0,0,0,23000,10,0,0,0,1300000
1,3,10,1,1,4,2020,3,21,51200,0,51200,0,0,0,1200,0,0,0,1,0,1201,0,0,0,0,0,0,0,0,0,110000
1,3,14,0,1,2,2020,3,41,90000,0,90000,0,0,0,0,75,0,0,311,0,11186,0,0,0,0,0,10800,0,0,0,150000
1,3,14,0,1,3,2020,3,41,104000,0,104000,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,200000
1,3,5,0,1,2,2020,3,11,0,0,0,0,0,0,0,0,0,0,0,0,26696,0,0,0,0,25926,0,0,770,0,30000
1,3,4,0,1,1,2020,3,5,0,0,0,0,0,0,0,0,0,0,0,0,12228,0,0,0,0,12228,0,0,0,0,4500
2,3,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,16,3,1,5,2020,3,41,245000,0,245000,0,0,0,0,240,0,0,1450,0,1690,0,0,0,0,0,0,0,0,0,425000
2,3,7,1,2,4,2020,3,11,25250,0,25250,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
2,3,4,0,1,2,2020,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5400,1200,0,0,4200,0,0,0,0,0,0
1,3,12,0,1,2,2020,3,41,56000,0,56000,0,0,0,0,0,0,0,21000,0,52200,0,0,0,0,31200,0,0,0,0,150000
1,3,8,0,1,2,2020,3,4,0,0,0,0,0,0,0,0,0,0,0,0,8052,0,0,0,0,8052,0,0,0,0,95000
